rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date,track_id,rank_tier,popularity,duration_ms,explicit,album_type,total_tracks,duration_min
50,spotify:track:66ku4Gq4k5xUqdVL4Oam2r,Werenoi,Poney,PLR Music / PGP Records,4,39,311,108503,15,66ku4Gq4k5xUqdVL4Oam2r,Top 50,0.8149324831417359,230000,True,album,17,3.8333333333333335
1,spotify:track:55vPnuXfuzXNW75JpuSczF,"disiz, Theodora",melodrama,Carré Bleu Production,1,1,144,526278,16,55vPnuXfuzXNW75JpuSczF,Top 10,78.61621633701257,176213,False,album,20,2.9368833333333333
2,spotify:track:1yGJ40k7HLF3odITZPoQs4,RnBoi,MON BÉBÉ,DOUBLE JEU RECORDS,1,2,116,438337,16,1yGJ40k7HLF3odITZPoQs4,Top 10,62.23916480594141,130500,False,single,1,2.175
3,spotify:track:0T1CzbjyOEU60cL5G244di,Rambo goyard,B.M.S (by my side),Universal Music Division Capitol Music France,2,3,41,412978,16,0T1CzbjyOEU60cL5G244di,Top 10,57.51661616791781,125454,True,single,1,2.0909
4,spotify:track:35eK52MQkpWLxwyIAGKKXT,Nono La Grinta,LOVE YOU,MPR Records,3,4,127,393814,16,35eK52MQkpWLxwyIAGKKXT,Top 10,53.94774822757772,147692,True,single,1,2.461533333333333
5,spotify:track:2ZxulKXVUpatqUe0quNMtP,"RnBoi, Nono La Grinta",AVEC MOI,DOUBLE JEU RECORDS,4,6,32,311321,16,2ZxulKXVUpatqUe0quNMtP,Top 10,38.58526529069215,182000,True,single,1,3.033333333333333
6,spotify:track:3Bu67MTSsLLJNyZ8qg3itI,"Genezio, Niska",OG,LOSSA RECORDS,5,5,77,308130,16,3Bu67MTSsLLJNyZ8qg3itI,Top 10,37.99101265044872,164986,True,album,14,2.7497666666666665
7,spotify:track:7EyB1sN9IUO1YXIoHTyZRk,"Franglish, KeBlack",Génération impolie,Lutece Music,3,7,123,280974,16,7EyB1sN9IUO1YXIoHTyZRk,Top 10,32.9338128076249,141389,False,album,25,2.3564833333333333
8,spotify:track:5yVEQgC0GuEvvEcv9D8NpG,WIXO & LA2S,GMK,Quality No Stress,8,8,29,269315,16,5yVEQgC0GuEvvEcv9D8NpG,Top 10,30.76258387230738,125179,False,single,1,2.086316666666667
9,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,10,395,253569,16,3sK8wGT43QFpWrvNQsrQya,Top 10,27.830242263635128,237117,True,album,17,3.95195
10,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,5,11,322,248590,16,5TFD2bmFKGhoCRbX61nXY5,Top 10,26.903014468031216,183685,False,album,17,3.0614166666666667
11,spotify:track:4ffqxU54Ll4YRz5NVBe77w,R2,RUINART,Label Blue Sky,1,12,245,245173,16,4ffqxU54Ll4YRz5NVBe77w,Top 25,26.266674364078906,174493,True,album,17,2.9082166666666667
12,spotify:track:5UpupDvr2w93ccnEmmhS5q,"GIMS, Theodora",SPA,Black Belt,5,14,32,238374,16,5UpupDvr2w93ccnEmmhS5q,Top 25,25.000512126217693,183307,False,single,1,3.0551166666666667
13,spotify:track:0wLCA75tmsos5ZcVzqHFQ1,"GIMS, La Mano 1.9",PARISIENNE,Play Two,1,9,200,233435,16,0wLCA75tmsos5ZcVzqHFQ1,Top 25,24.080733439234827,158859,False,album,18,2.64765
14,spotify:track:4eGoCBOGEAQty5nfWRC0VD,"GIMS, L2B",BLOQUÉ,Play Two,6,13,102,225605,16,4eGoCBOGEAQty5nfWRC0VD,Top 25,22.622570426666318,201103,False,single,1,3.3517166666666665
15,spotify:track:2Gysuuhf0SEoIsEiRuLVcY,Theodora,Des mythos,Virgin Records FR LAS (S&D),15,17,11,216997,16,2Gysuuhf0SEoIsEiRuLVcY,Top 25,21.01952225141859,177601,True,single,1,2.9600166666666667
16,spotify:track:39zpVyhyhefIUTW8XXxv01,"GIMS, Maes",T'avais raison,Black Belt,10,16,4,205797,16,39zpVyhyhefIUTW8XXxv01,Top 25,18.93377183752749,181083,True,single,1,3.01805
17,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,11,18,14,205748,16,1IHWl5LamUGEuP4ozKQSXZ,Top 25,18.92464667946672,243716,True,album,23,4.061933333333333
18,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,7,15,172,205458,16,3qhlB30KknSejmIvZZLjOD,Top 25,18.870640641964183,159245,False,album,13,2.6540833333333333
19,spotify:track:55lijDD6OAjLFFUHU9tcDm,RAYE,WHERE IS MY HUSBAND!,Human Re Sources,12,19,151,198658,16,55lijDD6OAjLFFUHU9tcDm,Top 25,17.604292176387442,196795,False,single,1,3.279916666666667
20,spotify:track:1VBKQJ5AVNKROv0WJ2h4ZK,"Ninho, Tiakola",LES DIAMANTS DE BOKASSA,Rec. 118/Jefe Production,3,23,39,193593,16,1VBKQJ5AVNKROv0WJ2h4ZK,Top 25,16.6610487972483,152282,True,album,16,2.5380333333333334
21,spotify:track:61CH0VrEAdCQuhuFitZr18,Black Cat,Na Za Désolé,Atlantic France,21,25,8,193152,16,61CH0VrEAdCQuhuFitZr18,Top 25,16.57892237470134,207600,True,single,1,3.46
22,spotify:track:6e4MfehUZ1wzSPwbOG3N4A,Black Cat,BMW,Atlantic France,20,20,7,187325,16,6e4MfehUZ1wzSPwbOG3N4A,Top 25,15.493773476331388,145631,True,single,1,2.427183333333333
23,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,8,22,96,181985,16,2lTm559tuIvatlT1u0JYG2,Top 25,14.499317475422597,367725,True,album,17,6.12875
24,spotify:track:5dnM53F6iHQZbyu8k5HUSg,"Soolking, L2B",Tour du monde,Universal Music MENA Distributed Labels,5,21,207,179424,16,5dnM53F6iHQZbyu8k5HUSg,Top 25,14.022388295960534,171489,False,album,15,2.85815
25,spotify:track:6wggq2ikhLMnS0o1deK2Xz,Theodora,FASHION DESIGNA,Maison Neptune X NBFD,10,29,308,174502,16,6wggq2ikhLMnS0o1deK2Xz,Top 25,13.105775480141608,184988,True,album,13,3.083133333333333
26,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,2,24,137,174124,16,53iuhJlwXhSER5J2IYYv1W,Top 50,13.035381403672783,226073,False,album,12,3.767883333333333
27,spotify:track:1LmeIVvg4CVTu6kicEVoAr,"Theodora, Jul",ZOU BISOU,Virgin Records FR LAS (S&D),6,27,263,168653,16,1LmeIVvg4CVTu6kicEVoAr,Top 50,12.016529572030086,162041,True,album,25,2.700683333333333
28,spotify:track:3kql0qldZ3x5qUxwmUgYGa,Nono La Grinta,Paris,MPR Records,1,26,320,165899,16,3kql0qldZ3x5qUxwmUgYGa,Top 50,11.503658443471508,172259,True,album,9,2.870983333333333
29,spotify:track:29rkopcjI0XyhncrHOdWm0,Ashvma,FOCUS,PDS RECORDS,15,31,59,163509,16,29rkopcjI0XyhncrHOdWm0,Top 50,11.058574203364389,138005,False,single,1,2.3000833333333333
30,spotify:track:4zipUPcZZkWmxn2TEMummt,"La Rvfleuze, Freeze corleone",Serrure #667,SERRURE RECORDS / ATLANTIC FRANCE,13,30,11,154548,16,4zipUPcZZkWmxn2TEMummt,Top 50,9.389787644535986,147810,True,single,1,2.4635
31,spotify:track:2hndzMd89P8nEG4jTRurPk,RnBoi,BTRD,DOUBLE JEU RECORDS,7,34,231,154195,16,2hndzMd89P8nEG4jTRurPk,Top 50,9.324049260955311,140487,False,single,1,2.34145
32,spotify:track:3oTuTpF1F3A7rEC6RKsMRz,"Dave, Tems",Raindance (feat. Tems),Neighbourhood,20,32,53,150868,16,3oTuTpF1F3A7rEC6RKsMRz,Top 50,8.70446965140034,219743,False,album,10,3.6623833333333335
33,spotify:track:4R0HXKZBeDJerIq9oCnDIp,Bouss,Biff pas d'love,Le Grand Carré / Level Up Music,4,37,161,148195,16,4R0HXKZBeDJerIq9oCnDIp,Top 50,8.206682967799365,154455,True,album,43,2.57425
34,spotify:track:3MNBUdX7zP4E0UhlfYenMf,Werenoi,Jamal,PGP Records,20,28,217,146332,16,3MNBUdX7zP4E0UhlfYenMf,Top 50,7.859740733774445,199826,True,album,14,3.330433333333333
35,spotify:track:6QQGjrXpBQjVTdSGaOUyRt,"La Fouine, L2B",Flying Blue,Play Two,14,35,158,145040,16,6QQGjrXpBQjVTdSGaOUyRt,Top 50,7.619134525314865,160000,True,album,19,2.6666666666666665
36,spotify:track:1rIKgCH4H52lrvDcz50hS8,Zara Larsson,Lush Life,Epic/Record Company TEN,21,38,211,144848,16,1rIKgCH4H52lrvDcz50hS8,Top 50,7.583378803933874,200646,False,album,15,3.3441
37,spotify:track:74bFjTmlTbZVH9lG3EH7C2,La Rvfleuze,Serrure #5,SERRURE RECORDS,5,33,186,144181,16,74bFjTmlTbZVH9lG3EH7C2,Top 50,7.459164917678038,138591,True,single,1,2.30985
38,spotify:track:6J5kc12BW5HuP3d7C3vvx8,Bad Bunny,EoO,Rimas Entertainment LLC.,12,40,36,137849,16,6J5kc12BW5HuP3d7C3vvx8,Top 50,6.279971022967463,204768,True,album,17,3.4128
39,spotify:track:7xWvRVssTTECvWCDNgCzSH,"Bleu Soleil, LUIZA",Soleil Bleu,Wagram Music / Chapter Two Records,2,36,245,134970,16,7xWvRVssTTECvWCDNgCzSH,Top 50,5.743821429968136,246000,False,single,1,4.1
40,spotify:track:1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,K-Pop Demon Hunters,6,41,237,131237,16,1CPZ5BxNNd0n0nF4Orb9JS,Top 50,5.048633367909613,194607,False,album,12,3.24345
41,spotify:track:0MsHYntRES1QW1VtuhfdUk,Timar,SIERRA LEONE,Universal Music Division Virgin Records,12,39,87,130456,16,0MsHYntRES1QW1VtuhfdUk,Top 50,4.903189522083814,172258,True,album,15,2.8709666666666664
42,spotify:track:7l3b0X95GdYfRuW8Kq5ixC,Bilouki,Tchébé 2x,MK9,31,44,59,128562,16,7l3b0X95GdYfRuW8Kq5ixC,Top 50,4.5504742288775875,150476,True,album,8,2.5079333333333333
43,spotify:track:1xOqGUkyxGQRdCvGpvWKmL,KATSEYE,Gabriela,HYBE/Geffen,21,47,143,127548,16,1xOqGUkyxGQRdCvGpvWKmL,Top 50,4.361639325334233,197226,False,single,2,3.2871
44,spotify:track:6OuhnnHBGG1tKWCpi8nOlM,"RK, Genezio",VIANO,Hyper Focal Music / Family and Co Productions,2,46,212,125952,16,6OuhnnHBGG1tKWCpi8nOlM,Top 50,4.064419891354751,111764,False,album,12,1.8627333333333331
45,spotify:track:68oBz6xab6ATAobLCbtZXX,Ronisia,Solide,Epic,27,52,86,124954,16,68oBz6xab6ATAobLCbtZXX,Top 50,3.8785646312598123,212400,False,single,5,3.54
46,spotify:track:6ry3hSxPMcbbmPatUzLKLY,K2_sp,NOUS#2,10704286 Records DK,19,42,40,123475,16,6ry3hSxPMcbbmPatUzLKLY,Top 50,3.6031338399968713,177867,True,single,1,2.96445
47,spotify:track:3rIX5DA9rUk89KUOZdGFaN,Werenoi,Tu connais,AllPoints,7,55,862,122784,16,3rIX5DA9rUk89KUOZdGFaN,Top 50,3.474450488568412,169000,True,album,7,2.816666666666667
48,spotify:track:65lCFhOz5RyYH52JryAf10,"Meryl, Eva",Coco Chanel,Maison Caviar,19,56,81,122271,16,65lCFhOz5RyYH52JryAf10,Top 50,3.378915670503578,130800,True,album,17,2.18
49,spotify:track:1VeDrlbLw18quxCqWfEFEi,Charlotte Cardin,Tant pis pour elle,Cult Nation,47,51,109,121797,16,1VeDrlbLw18quxCqWfEFEi,Top 50,3.290643733344259,158185,False,single,1,2.636416666666667
50,spotify:track:6WfnzeciIa1Ta661GY9hue,Ninho,Vrais,Rec. 118 / Mal Luné Music,14,61,454,120494,16,6WfnzeciIa1Ta661GY9hue,Top 50,3.0479890200138926,183013,True,album,14,3.0502166666666666
1,spotify:track:55vPnuXfuzXNW75JpuSczF,"disiz, Theodora",melodrama,Carré Bleu Production,1,1,145,517817,17,55vPnuXfuzXNW75JpuSczF,Top 10,77.04054363594717,176213,False,album,20,2.9368833333333333
2,spotify:track:1yGJ40k7HLF3odITZPoQs4,RnBoi,MON BÉBÉ,DOUBLE JEU RECORDS,1,2,117,449756,17,1yGJ40k7HLF3odITZPoQs4,Top 10,64.3656990895327,130500,False,single,1,2.175
3,spotify:track:0T1CzbjyOEU60cL5G244di,Rambo goyard,B.M.S (by my side),Universal Music Division Capitol Music France,2,3,42,404898,17,0T1CzbjyOEU60cL5G244di,Top 10,56.011896226467805,125454,True,single,1,2.0909
4,spotify:track:35eK52MQkpWLxwyIAGKKXT,Nono La Grinta,LOVE YOU,MPR Records,3,4,128,384515,17,35eK52MQkpWLxwyIAGKKXT,Top 10,52.21601670090153,147692,True,single,1,2.461533333333333
5,spotify:track:2ZxulKXVUpatqUe0quNMtP,"RnBoi, Nono La Grinta",AVEC MOI,DOUBLE JEU RECORDS,4,5,33,307205,17,2ZxulKXVUpatqUe0quNMtP,Top 10,37.81875201358717,182000,True,single,1,3.033333333333333
6,spotify:track:7EyB1sN9IUO1YXIoHTyZRk,"Franglish, KeBlack",Génération impolie,Lutece Music,3,7,124,288488,17,7EyB1sN9IUO1YXIoHTyZRk,Top 10,34.3331278620872,141389,False,album,25,2.3564833333333333
7,spotify:track:3Bu67MTSsLLJNyZ8qg3itI,"Genezio, Niska",OG,LOSSA RECORDS,5,6,78,280538,17,3Bu67MTSsLLJNyZ8qg3itI,Top 10,32.852617523655574,164986,True,album,14,2.7497666666666665
8,spotify:track:0UbEeYuehzUktmPlhMtfA8,"La Rvfleuze, COLORS",Argent Sale - A COLORS SHOW,SERRURE RECORDS / ATLANTIC FRANCE,8,173,2,270711,17,0UbEeYuehzUktmPlhMtfA8,Top 10,31.022557763181663,164307,True,single,1,2.73845
9,spotify:track:5yVEQgC0GuEvvEcv9D8NpG,WIXO & LA2S,GMK,Quality No Stress,8,8,30,251755,17,5yVEQgC0GuEvvEcv9D8NpG,Top 10,27.49242518767098,125179,False,single,1,2.086316666666667
10,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,9,396,242510,17,3sK8wGT43QFpWrvNQsrQya,Top 10,25.770749957633193,237117,True,album,17,3.95195
11,spotify:track:4ffqxU54Ll4YRz5NVBe77w,R2,RUINART,Label Blue Sky,1,11,246,241045,17,4ffqxU54Ll4YRz5NVBe77w,Top 25,25.49792635438762,174493,True,album,17,2.9082166666666667
12,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,5,10,323,238376,17,5TFD2bmFKGhoCRbX61nXY5,Top 25,25.000884581648748,183685,False,album,17,3.0614166666666667
13,spotify:track:0wLCA75tmsos5ZcVzqHFQ1,"GIMS, La Mano 1.9",PARISIENNE,Play Two,1,13,201,233684,17,0wLCA75tmsos5ZcVzqHFQ1,Top 25,24.1271041404008,158859,False,album,18,2.64765
14,spotify:track:5UpupDvr2w93ccnEmmhS5q,"GIMS, Theodora",SPA,Black Belt,5,12,33,233513,17,5UpupDvr2w93ccnEmmhS5q,Top 25,24.095259201045856,183307,False,single,1,3.0551166666666667
15,spotify:track:4eGoCBOGEAQty5nfWRC0VD,"GIMS, L2B",BLOQUÉ,Play Two,6,14,103,227551,17,4eGoCBOGEAQty5nfWRC0VD,Top 25,22.984969561079897,201103,False,single,1,3.3517166666666665
16,spotify:track:2Gysuuhf0SEoIsEiRuLVcY,Theodora,Des mythos,Virgin Records FR LAS (S&D),15,15,12,206705,17,2Gysuuhf0SEoIsEiRuLVcY,Top 25,19.102866603225092,177601,True,single,1,2.9600166666666667
17,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,11,17,15,201673,17,1IHWl5LamUGEuP4ozKQSXZ,Top 25,18.165768738698308,243716,True,album,23,4.061933333333333
18,spotify:track:39zpVyhyhefIUTW8XXxv01,"GIMS, Maes",T'avais raison,Black Belt,10,16,5,200889,17,39zpVyhyhefIUTW8XXxv01,Top 25,18.01976620972593,181083,True,single,1,3.01805
19,spotify:track:61CH0VrEAdCQuhuFitZr18,Black Cat,Na Za Désolé,Atlantic France,19,21,9,194767,17,61CH0VrEAdCQuhuFitZr18,Top 25,16.879680135275812,207600,True,single,1,3.46
20,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,7,18,173,193148,17,3qhlB30KknSejmIvZZLjOD,Top 25,16.578177463839232,159245,False,album,13,2.6540833333333333
21,spotify:track:5dnM53F6iHQZbyu8k5HUSg,"Soolking, L2B",Tour du monde,Universal Music MENA Distributed Labels,5,24,208,191094,17,5dnM53F6iHQZbyu8k5HUSg,Top 25,16.195665736148847,171489,False,album,15,2.85815
22,spotify:track:55lijDD6OAjLFFUHU9tcDm,RAYE,WHERE IS MY HUSBAND!,Human Re Sources,12,19,152,188509,17,55lijDD6OAjLFFUHU9tcDm,Top 25,15.714267091514161,196795,False,single,1,3.279916666666667
23,spotify:track:1VBKQJ5AVNKROv0WJ2h4ZK,"Ninho, Tiakola",LES DIAMANTS DE BOKASSA,Rec. 118/Jefe Production,3,20,40,181905,17,1VBKQJ5AVNKROv0WJ2h4ZK,Top 25,14.484419258180518,152282,True,album,16,2.5380333333333334
24,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,2,26,138,178780,17,53iuhJlwXhSER5J2IYYv1W,Top 25,13.902457647161798,226073,False,album,12,3.767883333333333
25,spotify:track:6e4MfehUZ1wzSPwbOG3N4A,Black Cat,BMW,Atlantic France,20,22,8,177754,17,6e4MfehUZ1wzSPwbOG3N4A,Top 25,13.71138801103213,145631,True,single,1,2.427183333333333
26,spotify:track:3kql0qldZ3x5qUxwmUgYGa,Nono La Grinta,Paris,MPR Records,1,28,321,175254,17,3kql0qldZ3x5qUxwmUgYGa,Top 50,13.245818722217154,172259,True,album,9,2.870983333333333
27,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,8,23,97,172022,17,2lTm559tuIvatlT1u0JYG2,Top 50,12.64393074563715,367725,True,album,17,6.12875
28,spotify:track:1LmeIVvg4CVTu6kicEVoAr,"Theodora, Jul",ZOU BISOU,Virgin Records FR LAS (S&D),6,27,264,165473,17,1LmeIVvg4CVTu6kicEVoAr,Top 50,11.424325436657435,162041,True,album,25,2.700683333333333
29,spotify:track:6wggq2ikhLMnS0o1deK2Xz,Theodora,FASHION DESIGNA,Maison Neptune X NBFD,10,25,309,163184,17,6wggq2ikhLMnS0o1deK2Xz,Top 50,10.998050195818443,184988,True,album,13,3.083133333333333
30,spotify:track:74bFjTmlTbZVH9lG3EH7C2,La Rvfleuze,Serrure #5,SERRURE RECORDS,5,37,187,159601,17,74bFjTmlTbZVH9lG3EH7C2,Top 50,10.330796291088816,138591,True,single,1,2.30985
31,spotify:track:2hndzMd89P8nEG4jTRurPk,RnBoi,BTRD,DOUBLE JEU RECORDS,7,31,232,158562,17,2hndzMd89P8nEG4jTRurPk,Top 50,10.137305694657313,140487,False,single,1,2.34145
32,spotify:track:4zipUPcZZkWmxn2TEMummt,"La Rvfleuze, Freeze corleone",Serrure #667,SERRURE RECORDS / ATLANTIC FRANCE,13,30,12,155623,17,4zipUPcZZkWmxn2TEMummt,Top 50,9.589982438726425,147810,True,single,1,2.4635
33,spotify:track:29rkopcjI0XyhncrHOdWm0,Ashvma,FOCUS,PDS RECORDS,15,29,60,152114,17,29rkopcjI0XyhncrHOdWm0,Top 50,8.936509384945722,138005,False,single,1,2.3000833333333333
34,spotify:track:5kfAx6phDHPpz5g8IAPyc2,Werenoi,Chemin d'or,PLR Music / PGP Records / Allpoints,4,51,1056,149867,17,5kfAx6phDHPpz5g8IAPyc2,Top 50,8.518055708158823,212093,True,album,18,3.534883333333333
35,spotify:track:3oTuTpF1F3A7rEC6RKsMRz,"Dave, Tems",Raindance (feat. Tems),Neighbourhood,20,32,54,147304,17,3oTuTpF1F3A7rEC6RKsMRz,Top 50,8.040754073265708,219743,False,album,10,3.6623833333333335
36,spotify:track:6QQGjrXpBQjVTdSGaOUyRt,"La Fouine, L2B",Flying Blue,Play Two,14,35,159,146276,17,6QQGjrXpBQjVTdSGaOUyRt,Top 50,7.849311981704989,160000,True,album,19,2.6666666666666665
37,spotify:track:4R0HXKZBeDJerIq9oCnDIp,Bouss,Biff pas d'love,Le Grand Carré / Level Up Music,4,33,162,141679,17,4R0HXKZBeDJerIq9oCnDIp,Top 50,6.993223173432009,154455,True,album,43,2.57425
38,spotify:track:7xWvRVssTTECvWCDNgCzSH,"Bleu Soleil, LUIZA",Soleil Bleu,Wagram Music / Chapter Two Records,2,39,246,139394,17,7xWvRVssTTECvWCDNgCzSH,Top 50,6.56769284345512,246000,False,single,1,4.1
39,spotify:track:1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,K-Pop Demon Hunters,6,40,238,138045,17,1CPZ5BxNNd0n0nF4Orb9JS,Top 50,6.316471655210558,194607,False,album,12,3.24345
40,spotify:track:1rIKgCH4H52lrvDcz50hS8,Zara Larsson,Lush Life,Epic/Record Company TEN,21,36,212,137371,17,1rIKgCH4H52lrvDcz50hS8,Top 50,6.19095417494604,200646,False,album,15,3.3441
41,spotify:track:0Jh6iWjna1wk5le0Ahn7No,Ninho,La vie qu'on mène,Rec. 118 / Mal Luné Music,2,52,2525,135158,17,0Jh6iWjna1wk5le0Ahn7No,Top 50,5.778832240487023,193443,False,album,18,3.22405
42,spotify:track:66ku4Gq4k5xUqdVL4Oam2r,Werenoi,Poney,PLR Music / PGP Records,4,60,313,134167,17,66ku4Gq4k5xUqdVL4Oam2r,Top 50,5.5942805744007655,230000,True,album,17,3.8333333333333335
43,spotify:track:6J5kc12BW5HuP3d7C3vvx8,Bad Bunny,EoO,Rimas Entertainment LLC.,12,38,37,130310,17,6J5kc12BW5HuP3d7C3vvx8,Top 50,4.876000275617019,204768,True,album,17,3.4128
44,spotify:track:3MNBUdX7zP4E0UhlfYenMf,Werenoi,Jamal,PGP Records,20,34,218,127589,17,3MNBUdX7zP4E0UhlfYenMf,Top 50,4.369274661670798,199826,True,album,14,3.330433333333333
45,spotify:track:1xOqGUkyxGQRdCvGpvWKmL,KATSEYE,Gabriela,HYBE/Geffen,21,43,144,127047,17,1xOqGUkyxGQRdCvGpvWKmL,Top 50,4.2683392398557105,197226,False,single,2,3.2871
46,spotify:track:3rIX5DA9rUk89KUOZdGFaN,Werenoi,Tu connais,AllPoints,7,47,863,125946,17,3rIX5DA9rUk89KUOZdGFaN,Top 50,4.063302525061594,169000,True,album,7,2.816666666666667
47,spotify:track:0MsHYntRES1QW1VtuhfdUk,Timar,SIERRA LEONE,Universal Music Division Virgin Records,12,41,88,125404,17,0MsHYntRES1QW1VtuhfdUk,Top 50,3.9623671032465078,172258,True,album,15,2.8709666666666664
48,spotify:track:68oBz6xab6ATAobLCbtZXX,Ronisia,Solide,Epic,27,45,87,122935,17,68oBz6xab6ATAobLCbtZXX,Top 50,3.5025708736128363,212400,False,single,5,3.54
49,spotify:track:1Mzg6bu3hkCwJKEf7v49MN,SDM,CARTIER SANTOS,Universal Music Division Capitol Music France,1,57,509,122812,17,1Mzg6bu3hkCwJKEf7v49MN,Top 50,3.4796648646031394,183813,True,album,14,3.06355
50,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,10,53,341,120339,17,2RkZ5LkEzeHGRsmDqKwmaJ,Top 50,3.019123724107364,186964,False,album,11,3.1160666666666668
1,spotify:track:55vPnuXfuzXNW75JpuSczF,"disiz, Theodora",melodrama,Carré Bleu Production,1,1,146,494716,18,55vPnuXfuzXNW75JpuSczF,Top 10,72.73849717958126,176213,False,album,20,2.9368833333333333
2,spotify:track:1yGJ40k7HLF3odITZPoQs4,RnBoi,MON BÉBÉ,DOUBLE JEU RECORDS,1,2,118,409861,18,1yGJ40k7HLF3odITZPoQs4,Top 10,56.93614437862329,130500,False,single,1,2.175
3,spotify:track:0T1CzbjyOEU60cL5G244di,Rambo goyard,B.M.S (by my side),Universal Music Division Capitol Music France,2,3,43,380642,18,0T1CzbjyOEU60cL5G244di,Top 10,51.49475675866937,125454,True,single,1,2.0909
4,spotify:track:35eK52MQkpWLxwyIAGKKXT,Nono La Grinta,LOVE YOU,MPR Records,3,4,129,348971,18,35eK52MQkpWLxwyIAGKKXT,Top 10,45.59673878024571,147692,True,single,1,2.461533333333333
5,spotify:track:0UbEeYuehzUktmPlhMtfA8,"La Rvfleuze, COLORS",Argent Sale - A COLORS SHOW,SERRURE RECORDS / ATLANTIC FRANCE,5,8,3,293813,18,0UbEeYuehzUktmPlhMtfA8,Top 10,35.324790447263105,164307,True,single,1,2.73845
6,spotify:track:2ZxulKXVUpatqUe0quNMtP,"RnBoi, Nono La Grinta",AVEC MOI,DOUBLE JEU RECORDS,4,5,34,280701,18,2ZxulKXVUpatqUe0quNMtP,Top 10,32.882972641286315,182000,True,single,1,3.033333333333333
7,spotify:track:3Bu67MTSsLLJNyZ8qg3itI,"Genezio, Niska",OG,LOSSA RECORDS,5,7,79,263050,18,3Bu67MTSsLLJNyZ8qg3itI,Top 10,29.59586723453705,164986,True,album,14,2.7497666666666665
8,spotify:track:7EyB1sN9IUO1YXIoHTyZRk,"Franglish, KeBlack",Génération impolie,Lutece Music,3,6,125,261516,18,7EyB1sN9IUO1YXIoHTyZRk,Top 10,29.31019391892018,141389,False,album,25,2.3564833333333333
9,spotify:track:5yVEQgC0GuEvvEcv9D8NpG,WIXO & LA2S,GMK,Quality No Stress,8,9,31,244320,18,5yVEQgC0GuEvvEcv9D8NpG,Top 10,26.107822122735236,125179,False,single,1,2.086316666666667
10,spotify:track:0wLCA75tmsos5ZcVzqHFQ1,"GIMS, La Mano 1.9",PARISIENNE,Play Two,1,13,202,228051,18,0wLCA75tmsos5ZcVzqHFQ1,Top 10,23.078083418842894,158859,False,album,18,2.64765
11,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,10,397,222320,18,3sK8wGT43QFpWrvNQsrQya,Top 25,22.01081238116344,237117,True,album,17,3.95195
12,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,5,12,324,221050,18,5TFD2bmFKGhoCRbX61nXY5,Top 25,21.774303182445433,183685,False,album,17,3.0614166666666667
13,spotify:track:5UpupDvr2w93ccnEmmhS5q,"GIMS, Theodora",SPA,Black Belt,5,14,34,219353,18,5UpupDvr2w93ccnEmmhS5q,Top 25,21.458274749197827,183307,False,single,1,3.0551166666666667
14,spotify:track:4ffqxU54Ll4YRz5NVBe77w,R2,RUINART,Label Blue Sky,1,11,247,218281,18,4ffqxU54Ll4YRz5NVBe77w,Top 25,21.25863863815396,174493,True,album,17,2.9082166666666667
15,spotify:track:4eGoCBOGEAQty5nfWRC0VD,"GIMS, L2B",BLOQUÉ,Play Two,6,15,104,212861,18,4eGoCBOGEAQty5nfWRC0VD,Top 25,20.249284420003093,201103,False,single,1,3.3517166666666665
